Ilan_id,SirketAdi,Sifre
461,Netlog Lojistik Hizmetleri A.Ş.,1234
462,Faik Sönmez,1234
463,Pidosan Plastik Doğrama ve İnşaat Sanayi A.ş,1234
464,YUSUF ORUÇ,1234
465,PELSAN TEKSTİL ÜRÜNLERİ SANAYİ VE TİCARET A.Ş.,1234
466,BİLCE TEKSTİL SANAYİ VE DIŞ TİCARET A.Ş.,1234
467,MONDİ YATAK YORGAN SAN. VE TİC. A.Ş.,1234
468,AKAS TARIM ÜRÜNLERİ VE SERACILIK A.Ş.,1234
469,ROMAN HAZIR GİYİM VE TEKS. SAN. TİC. A.Ş,1234
470,MARSHALL BOYA VE VERNİK SANAYİ A.Ş.,1234
471,BERA TURİZM İNŞAAT SEYAHAT TİC. A.Ş,1234
472,Huawei Telekomünikasyon Dış Ticaret Ltd. Şti.,1234
473,KOROZO  AMBALAJ SAN. ve TİC.A.Ş.,1234
474,INT MÜŞAVİRLİK  ve  DENETİM,1234
475,Likya Duşakabin San.Tic.Ltd.Şti.,1234
476,Speedy Otomotiv Servisleri Tic. A.Ş.,1234
477,Ethica Sağlık Grubu ,1234
478,Polifarma İlaç,1234
479,MİCHAEL PAGE INTERNATİONAL NEM İSTİHDAM DAN. LTD ŞTİ,1234
480,MEDCARE SAĞLIK ÜRÜNLERİ A.Ş.,1234
481,Hektaş Ticaret T.A.Ş.,1234
482,LACAPRA GIDA SANAYİ VE TİCARET LİMİTED ŞİRKETİ,1234
483,Turksoft Bilişim Sis. Yaz.ve Dan. Hiz. Tic.Ltd.Şti,1234
484,Akp Otomotiv San.Tic. Ltd. Şti.,1234
485,Adım Adım,1234
486,ÜNTEKS BOYA BASKI APRE TEKSTİL SAN. İÇ VE DIŞ TİC A.Ş.,1234
487,Tümpa Elektrik Malzemeleri Tic. Paz. A.Ş,1234
488,İnci Mak San ve Tic Ltd Şti,1234
489,Limak Enerji Ticaret A.Ş.,1234
490,AKOS DIŞ TİCARET LTD.ŞTİ.,1234
491,TURKISH YATIRIM MENKUL DEĞERLER A.Ş ,1234
492,Prysmian Kablo ve Sistemleri A.Ş.,1234
493,HİSART CANLI TARİH VE DİORAMA MÜZESİ,1234
494,BİBLOS Beach Resort.Alaçatı ,1234
495,International Veterinary Hospital,1234
496,TATİLBUDUR SEYAHAT ACENTELİĞİ VE TURİZM A.Ş,1234
497,KARESİ ÖZEL EĞİTİM İNŞ. GIDA HAYV. DAY TÜK. MAK.,1234
498,Anadolu Efes,1234
499,Den Dış Ticaret A.Ş.,1234
500,ALBAYRAK GROUP MEKANİK İNŞAAT ELEKTRİK ELEKTRONİK BİLİŞİM SİST.SAN.VE.TİC.LTD.ŞTİ ,1234
501,İnci Mobilya Malz. Tic. Ve San. A.Ş ( Yatsan),1234
502,IRB Sigorta ve Reasurans Brokerliği A.Ş.,1234
503,Move Trade Gıda San.Tic.A.Ş.,1234
504,Nusr-Et,1234
505,ELPİM MAK. İNŞ. ELEKTRİK MLZ. PZL. TİC. ve SAN A.Ş.,1234
506,FaneksFan  Elektrik Motorları,1234
507,ERATEKS TEKSTİL SAN. VE TİC. A.Ş.,1234
508,TEB - Türk Ekonomi Bankası,1234
509,Dilek Etiket Matbaa San. tic. Ltd. Şti.,1234
510,La Lorraine Unlu Mamuller,1234
511,HSBC Bank A.Ş.,1234
512,Ultra Uluslararası Tic. ve Tekstil A.Ş.,1234
513,Garanti Emeklilik,1234
514,Temas Tanıtım,1234
515,TANSA GÜVENLİK SİSTEM.VE SAAT SAN.TİC.AŞ,1234
516,FERRERO FINDIK İHTALAT İHRACAT VE TİC A.Ş.,1234
517,NEF,1234
518,ATALAR MAKİNE SANAYİİ ENERJİ TİC.TAAH.YAZILIM VE,1234
519,DenizliSpor Kulubü Derneği,1234
520,Era Tekstil San. ve Tic. A.S,1234
521,HACI AYVAZ ENDÜSTRİYEL MAMULLER SAN.VE TİC.A.Ş.,1234
522,Goldmoon,1234
523,Boyner Büyük Mağazacılık A.Ş.,1234
524,Cemil İplik ve Tekstil Ürünleri San. ve Tic. Ltd.,1234
525,Entek Otomasyon Ürünleri  San. ve Tic. A.Ş.,1234
526,TAKIPSAN RFID BILISIM TEKNOLOJILERI,1234
527,Leading company,1234
528,OTI HOLDİNG A.Ş.,1234
529,Elastron Kimya San. ve Tic. A.Ş,1234
530,Tuzla Oluklu Mukavva Kutu San.Tic.Ltd.Şti.,1234
531,Gama Optik,1234
532,KALKANCI PRES DÖKÜM VE KALIP SANAYİ TİCARET A.Ş.,1234
533,Novo Nordisk Sağlık Ürünleri Tic. Ltd. Şti.,1234
534,Perge Mimarlık,1234
535,Aydınlı Grup,1234
536,Empark Yönetimi Ve Sistemleri San. Tic. A.Ş,1234
537,Akgün Toprak San. ve Tic. A.Ş.,1234
538,Barcelona loounge,1234
539,RUSH GRUP TANITIM ORGANİZASYON REKLAM ARAŞTIRMA HİZMETLERİ VE PAZARLAMA İLETİŞİMİ LİM,1234
540,ISS Tesis ve Yönetim Hizmetleri,1234
541,Kazancı Holding,1234
542,Göknur Gıda Maddeleri Enerji İmalat İthalat İhr.,1234
543,BYS ALAİYE ÖZEL GÜVENLİK LTD. ŞTİ.,1234
544,ETRA HOLDİNG AŞ.,1234
545,CEZERİ YAPAY ZEKA ROBOTİK TEKNOLOJİLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,1234
546,Destek Patent A.Ş.,1234
547,Ever Turizm A.Ş.,1234
548,ISIMAS A.Ş. ,1234
549,İpragaz A.Ş.,1234
550,ISS Hazır Yemek Üretim ve Hizmet A.Ş.,1234
551,Yargıcı Konfeksiyon A.Ş.,1234
552,KALE MUSLUK Sanayi ve Ticaret A.Ş.,1234
553,SEDAT TAHİR TÜK. MAD. SAN. A.Ş. ,1234
554,APRON TEKNOLOJİ A.Ş.,1234
555,Hastalya Otomotiv,1234
556,Efesan Grup,1234
557,ICC GRUP İNŞAAT TİCARET LTD.ŞTİ.,1234
558,Icon Parking,1234
559,Ezel Civata Sanayi ve Ticaret A.Ş.,1234
560,OERLİKON KAYNAK ELEKTRODLARI VE SAN.A.Ş.,1234
561,AKSA DOĞALGAZ DAĞITIM A.Ş.,1234
562,Korkmaz Mutfak Eşyaları San ve Tic. A.ş.,1234
563,Rönesans Endüstri,1234
564,Dinarsu İmalat ve Tic A.Ş,1234
565,TAT GIDA SANAYİ ANONİM ŞİRKETİ,1234
566,Anadolu Kültürel Girişimcilik A.Ş.,1234
567,SEV American College,1234
568,İnova İnteraktif Telemarket Sanayi ve Ticaret Limi,1234
569,Oxygen Sports,1234
570,Altın Müşavirlik,1234
571,Kantar Group,1234
572,TALENTSYS,1234
573,NIVEA Beiersdorf Turkey,1234
574,tesla,"Muğla, Türkiye",5321727115,muğla,bilişim,anonim,25,1234
575,deneme,"Muğla, Türkiye",5321727115,muğla,bilişim,anonim,25,1234
577,Deneme7,Antalya,5498521625,Antalya da bir yer,Bilşim,Limitid,100000,1234
578,Deneme,Muğla,5436785412,Muğla Menteşe,Bilişim,Anonim,10000,1234
